Title,Price,Beds,SQFT,Date Listed,Link
Make Las Palmas Your New Home!!!!,$1084,2br,1275ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-make-las-palmas-your-new-home/7134770747.html
"Lake and Jogging Trails, Lighted Tennis Courts, Pet Friendly",$1250,2br,1000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-lake-and-jogging-trails-lighted/7142911391.html
Beltline✔ Parking Garage✔ Laundry Service✔ Kroger✔,$1469,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beltline-parking-garage-laundry/7130359213.html
2/1 House for Rent,$2200,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-1-house-for-rent/7142928909.html
"Lighted Tennis Courts, Built-in Microwave, 2 inch Faux Wood Blinds",$953,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-lighted-tennis-courts-built-in/7131838797.html
Refined urban living experience with 2 Bed Apartment,$2100,2br,1126ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-refined-urban-living-experience/7141576946.html
Gorgeous New One Bed near Lenox Mall-Move special,$1898,1br,711ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-gorgeous-new-one-bed-near-lenox/7141577515.html
"Three bedroom, urban living in luxury Brookhaven walkable community!",$2429,2br,1468ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-three-bedroom-urban-living-in/7141575681.html
- - ➤No evictions in past 3years ? Fresh start at Las Palmas Apartment,$1230,2br,1449ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-no-evictions-in-past-3years/7135878233.html
Chelsea Court Apartments has a beautiful one bedrm Coming in Aug.,$785,1br,700ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-chelsea-court-apartments-has/7142928944.html
"Rec Room, Fireplace, Window Coverings",$1040,1br,742ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-rec-room-fireplace-window/7141154865.html
"Ceiling fan, Stove , Refrigerator, Range",$875,1br,715ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-ceiling-fan-stove-refrigerator/7142928550.html
Magnificent Apartments For Rent! Terrific Specials! Apply Today!,$900,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-magnificent-apartments-for-rent/7142915989.html
Low Cost Pressure Washing,$50,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/peachtree-corners-low-cost-pressure/7138806688.html
"Check Stubs, Pay stub, statements, dr notes, Utility Bill etc",$15,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-check-stubs-pay-stub-statements/7142866913.html
"Wheelchair Accessible, Freeway Access, Disposal",$1135,1br,635ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-freeway/7129167901.html
"24/7 Resident Club with TV Viewing Area, Ceiling Fans, Bark Park",$1315,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-24-7-resident-club-with-tv/7142924320.html
We have what you want at IMT Sandy Springs! Check us out!,$1750,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/we-have-what-you-want-at-imt-sandy/7142923299.html
"Courtyards, Granite Counter-tops, Ceiling Fans",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-courtyards-granite-counter-tops/7135075047.html
Receive 1 month free if you apply before 6/30!,$2620,2br,1180ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-receive-1-month-free-if-you/7140474875.html
CANDLER PARK 1 BED/1 BATH APARTMENT- ALL UTILITIES INCLUDED $1150 MNTH,$1150,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-candler-park-1-bed-1-bath/7142924577.html
We can boost  your credit cpn available,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-boost-your-credit-cpn/7137890052.html
Convenient and spacious furnished one bedroom condo,$800,1br,720ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-convenient-and-spacious/7137312365.html
"Picnic Areas, Disability Access, Window Covering",$1503,2br,1067ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-picnic-areas-disability-access/7125851723.html
Get *(Trade)lines N Cp-number  call us now,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-get-tradelines-cp-number-call/7139138930.html
We can boost your credit with   (Trade)lines,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-we-can-boost-your-credit-with/7139151645.html
❤❤that evictions pop up no worries call now❤❤,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-that-evictions-pop-up-no/7132852333.html
"Pets Allowed, New Fitness center, Soccer Field",$889,1br,710ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-pets-allowed-new-fitness-center/7140380381.html
"Hardwood Floor, 24-Hour Availability, Fireplace",$1385,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-hardwood-floor-24-hour/7137953444.html
"Incredible Amenities, Picnic Area, Pets Welcome",$999,2br,804ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-incredible-amenities-picnic/7142922762.html
"Washer/Dryer Connections, Picnic Area, Walk-in Closet",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-washer-dryer-connections-picnic/7142922696.html
#1 Roommate Layout in Buckhead! Huge 2 Bedroom! Move in this Week!,$1749,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-roommate-layout-in-buckhead/7142922383.html
Atlanta's MOST PRESTIGIOUS Apartment Communities!~Award Winning!,$2065,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-atlantas-most-prestigious/7142907685.html
"Double-Basin Kitchen Sink, Vaulted Ceilings, Bark Park",$1323,1br,860ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-double-basin-kitchen-sink/7142921499.html
"Award Winning Management Team, Double-Basin Kitchen Sink, Bark Park",$1164,1br,1005ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-award-winning-management-team/7135632796.html
Freshly painted 2 Beds/2 Bathrooms Condo for rent to own.,$950,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-freshly-painted-2-beds-2/7139945939.html
Ready To Move,$5,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/ready-to-move/7141300194.html
Sunny 2-story condo steps from Piedmont Park for rent to own.,$900,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sunny-2-story-condo-steps-from/7139953162.html
Recently 2 beds 2 bath carriage house located for rent to own.,$900,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-recently-2-beds-2-bath-carriage/7139953487.html
"European Style 2 Bedrooms, 2.5 Baths for rent to own.",$900,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-european-style-2-bedrooms-25/7139956409.html
Ultra Modern 2Bed/2Bath close to Piedmont Park,$3065,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ultra-modern-2bed-2bath-close/7141592276.html
Cute 3Bed/2Bath located close to Midtown,$2063,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cute-3bed-2bath-located-close/7141594545.html
Studio in the heart of Atlanta,$1274,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-studio-in-the-heart-of-atlanta/7141590122.html
Luxury 2Bed/2Bath feature floor-to-ceiling Windows,$2472,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-luxury-2bed-2bath-feature-floor/7141591223.html
"Bocce Ball Court, Sky Lounge with Breathtaking Views, Bark Park Onsite",$1145,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bocce-ball-court-sky-lounge/7130633251.html
Wonderfully located Studio in Downtown Decatur,$1450,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-wonderfully-located-studio-in/7141593092.html
Wonderfully located 1Bed/1Bath in Downtown Decatur,$1655,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-wonderfully-located-1bed-1bath/7141593456.html
Ultra Modern 2Bed/2Bath close to Piedmont Park,$3065,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ultra-modern-2bed-2bath-close/7137800321.html
Wonderfully located Studio in Downtown Decatur,$1450,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-wonderfully-located-studio-in/7138748209.html
LESS THAN PERFECT CREDIT,$1157,2br,894ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/jonesboro-less-than-perfect-credit/7141205730.html
Wonderfully located 1Bed/1Bath in Downtown Decatur,$1655,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-wonderfully-located-1bed-1bath/7138747507.html
Credit Boost Or Fix Get You Cpn Get You Homes Cars Approvals,$55,3br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-credit-boost-or-fix-get-you-cpn/7142833386.html
Wonderfully located 1Bed/1Bath in Downtown Decatur,$1655,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-wonderfully-located-1bed-1bath/7141590514.html
Bathroom Vanties w/ Granite Countertops & Garden Tubs,$1297,1br,756ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bathroom-vanties-granite/7142909376.html
"Granite Countertops, Incredible Lake Views, Dog Park",$1236,2br,1245ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-granite-countertops-incredible/7139291044.html
need to move ASAP ?! Credit an issue ?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7130658478.html
Studio in the heart of Atlanta,$1274,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-studio-in-the-heart-of-atlanta/7140052469.html
"PRICE DROP ALERT, Call Nermina or Janna!",$1250,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-price-drop-alert-call-nermina/7142916737.html
This is a crucial time. Are you having trouble getting approved?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-this-is-crucial-time-are-you/7135662934.html
This is a crucial time.contact us if you are having trouble getting ap,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-this-is-crucial-timecontact-us/7133927313.html
Luxury 2Bed/2Bath feature floor-to-ceiling Windows,$2472,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-luxury-2bed-2bath-feature-floor/7140029475.html
Renovated Cozy 1Bed/1Bath at West Paces Ferry,$1802,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-renovated-cozy-1bed-1bath-at/7138814549.html
"Balcony, Patio, Large Closets",$1225,2br,1094ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-balcony-patio-large-closets/7141688986.html
TWO BEDROOM BOUTIQUE HIGH RISE ! 2 MONTHS FREE,$2610,2br,997ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-boutique-high-rise/7142865809.html
"2 Bed - 2 Bath, Barbecues and Picnic Area, Vaulted Ceiling",$1470,2br,1119ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-barbecues-and/7141684894.html
$399 SPECIAL!! 1BR/1BA IN BUCKHEAD! Call Jannnnnna!,$980,2br,550ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-399-special-1br-1ba-in-buckhead/7142914507.html
Happy Family Home,$800,2br,1490ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/warner-robins-happy-family-home/7142901744.html
"GREAT SPECIALS , GREAT PRICES",$875,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-great-specials-great-prices/7142904833.html
"Resident Event Lounge, 2 Swimming Pools, Pet Park",$1453,2br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-resident-event-lounge-2-swimming/7137909486.html
"Carpeted Floors, Walk In Closets, Refrigerator",$1064,3br,1126ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-carpeted-floors-walk-in/7142913057.html
Buckhead High Rise  SIX WEEKS FREE,$1795,1br,691ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-buckhead-high-rise-six-weeks/7142884017.html
Huge Loft in the Highlands ! over 1200 SQ FT,$1905,1br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-loft-in-the-highlands-over/7142893394.html
Ultra Modern 1Bed/1Bath close to Piedmont Park,$2068,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ultra-modern-1bed-1bath-close/7137795711.html
Buckhead High Rise  SIX WEEKS FREE,$1795,1br,691ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-buckhead-high-rise-six-weeks/7142866246.html
New Modern Studio unit in the Heart of DT Decatur,$1355,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-new-modern-studio-unit-in-the/7139337574.html
One bedroom central Midtown Location,$1401,1br,587ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-one-bedroom-central-midtown/7142893798.html
"Lighted Tennis Courts, Online Business Portal, Pet Friendly",$1385,2br,980ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-lighted-tennis-courts-online/7135724015.html
Hey are you the roommate looking for a low cost better room?,$425,3br,740ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-hey-are-you-the-roommate/7142826608.html
Affordable Apartments for Lease NOW!,$1940,2br,1449ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-affordable-apartments-for-lease/7125791054.html
@@ Wonderful And Charming 3 Bedroom 2 Bath Family Home !!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-wonderful-and-charming-3-bedroom/7142834053.html
"Separate Shower, On-Site Management, Close to Airport",$1225,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/riverdale-separate-shower-on-site/7139223074.html
"GREAT SPECIALS, GREAT APARTMENTS AT VIDA",$1050,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-great-specials-great/7142898903.html
"Espresso Cabinets with Brushed Nickel Pulls, Pool Table, Bark Park",$1319,2br,1022ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-espresso-cabinets-with-brushed/7132268851.html
1 Left! Open 1 Bedroom! Amazing Amenities! Move in this Week!,$1299,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-left-open-1-bedroom-amazing/7142907701.html
Affordable Houses for rent 2 bedrooms & 2 bathrooms,$900,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-affordable-houses-for-rent-2/7139415248.html
Affordable Houses for rent 2 bedrooms & 2 bathrooms,$900,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-affordable-houses-for-rent-2/7139412201.html
Don't miss ................,$1250,3br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roswell-dont-miss/7142899337.html
Everyone’s APPROVED Get You Cpn Credit Boost - Call Today!,$55,4br,1400ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-everyones-approved-get-you-cpn/7142833418.html
2BR Townhome! PRICE DROP! $399Special! Call JANNA!,$1250,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2br-townhome-price-drop/7142905087.html
"Incredible Business Center, Garages available by request, Gated entry",$1582,1br,915ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-incredible-business-center/7142904202.html
"~*If you want to live with a professional f.e.m.a.l.e,See this room!",$410,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-if-you-want-to-live-with/7135010941.html
"Fitness Center, New Office and Home Interior Renovations",$1047,1br,550ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-fitness-center-new-office-and/7141668189.html
"Microwave, Views, On-site Maintenance",$1095,1br,809ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-microwave-views-on-site/7129714336.html
LIVE DIRECTLY ON THE BELTLINE !!,$3499,3br,1456ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-live-directly-on-the-beltline/7142895104.html
2BR Townhome!! Rumson Court! Call JANNA TODAY!!,$1250,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2br-townhome-rumson-court-call/7142903102.html
"2bed & 2bath, Crown molding, Storage units available",$2388,2br,1152ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2bed-2bath-crown-molding/7134792720.html
"Renovated Condo in Midtown, next to Piedmont Park",$1535,1br,790ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-renovated-condo-in-midtown-next/7142901615.html
"Disposal, Short Term Lease, Window Coverings",$1049,2br,1034ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-disposal-short-term-lease-window/7140380403.html
Looking for a roommate,$650,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-looking-for-roommate/7142899631.html
😍🏙❤️🚴🏽‍♂️LOFT ON THE BELTLINE! 😍🏙❤️,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-loft-on-the-beltline/7133422719.html
"Furnished 1/1, utilities incl, renovated hi-rise, 24/7 concierge",$1595,1br,600ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-furnished-1-1-utilities-incl/7136858901.html
DELAY YOUR EVICTION,$0,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-delay-your-eviction/7142890535.html
$399 SPECIAL!! 1BR/1BA IN BUCKHEAD! Call Jannnnnna!,$980,1br,550ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-399-special-1br-1ba-in-buckhead/7142898315.html
"Public Transportation, Elevator, Dishwasher",$1275,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-public-transportation-elevator/7141673025.html
98% Leased Ardmore Community! Luxury 1 Bedrooms Available!,$1299,1br,770ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-98-leased-ardmore-community/7142897795.html
"On-site Management, Hardwood Floor, On-site Maintenance",$1583,2br,1252ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-on-site-management-hardwood/7128414026.html
"Garbage Disposal, Courtyards, Community Farm",$1120,2br,1368ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-garbage-disposal-courtyards/7137959117.html
Available for August! Beautiful One bedroom here at Chelsea Court,$785,1br,700ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-available-for-august/7142896380.html
"Hard Surface Flooring, Granite Countertops, Poolside Grilling Area",$993,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-hard-surface-flooring-granite/7138014948.html
"Controlled access gates, Picnic & barbeque areas, Luxurious roman tubs",$1020,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-controlled-access-gates-picnic/7137101385.html
Elevate your lifestyle - Move up to Aspen Pointe,$1019,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roswell-elevate-your-lifestyle-move-up/7142895390.html
Beautifully Newly Renovated House for Rent in Hot- Center Hill,$1750,6br,3100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautifully-newly-renovated/7142848367.html
13TH FLOOR UNIT BRAND NEW HIGH RISE MIDTOWN  EXCELLENT LOCATION,$2595,2br,1121ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-13th-floor-unit-brand-new-high/7142894811.html
One mile to downtown Decatur ! Brand new property,$1945,2br,1193ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-one-mile-to-downtown-decatur/7142894532.html
The Best Deal in Atlanta! Everything Included! Monthly Special!,$690,1br,300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-in-atlanta/7142892275.html
@@ Wonderful And Charming 3 Bedroom 2 Bath Family Home !!,$680,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-wonderful-and-charming-3-bedroom/7142834211.html
Credit Boost Or Fix Get You Cpn Get You Homes Cars Approvals,$55,3br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-credit-boost-or-fix-get-you-cpn/7142833399.html
Sierra Village June Special! Free app! $300 off!,$1080,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-village-june-special/7142891815.html
Huge Three bedroom floorplan over 1700 sq ft -,$3709,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-three-bedroom-floorplan/7142882368.html
"Heated Indoor pool, Outdoor Areas & Grilling Station, Walk In Closets",$909,2br,1094ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-heated-indoor-pool-outdoor/7140358208.html
Woodland Ridge Apartments Is Not An Ordinary Apartment Living Experien,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-woodland-ridge-apartments-is/7142890213.html
"Convenient shopping, schools, local museums, and parks are all steps a",$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-convenient-shopping-schools/7142890096.html
We've Found Your Next Home and It's Amazing at Woodland Ridge Apartmen,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-weve-found-your-next-home-and/7142890013.html
CHECK OUT THIS PRICE IN REYNOLDSTOWN,$1265,1br,602ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-check-out-this-price-in/7142882531.html
"Package Receiving, Range, Private Patio",$1240,2br,1183ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-package-receiving-range-private/7136559214.html
*Woodland Ridge Apartments* You Will Be Proud To Call It Home!!!,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-woodland-ridge-apartments-you/7142888459.html
"Playground, Pet Friendly, Two Swimming Pools",$1002,1br,700ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-playground-pet-friendly-two/7135642886.html
Voted #1 Roommate Layout in Buckhead! Huge 2 Bedroom! Only 1 Left!,$1749,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-voted-1-roommate-layout-in/7142886555.html
Having Issues Getting Approved Due To Bad  Credit Eviction We Can Help,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-having-issues-getting-approved/7134457090.html
Second Chance Apartment (cpn) Number,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-second-chance-apartment-cpn/7134455806.html
Call The Expert Now Bad Credit Eviction We Can Help,$75,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-call-the-expert-now-bad-credit/7129014313.html
Credit Boost and  CPN,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-credit-boost-and-cpn/7135815406.html
"Pet Stations, Ceiling Fans, Resident Lounge with Complimentary WiFi",$1152,1br,983ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/alpharetta-pet-stations-ceiling-fans/7142885799.html
Bad Credit - You Do Have Options,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bad-credit-you-do-have-options/7135662850.html
Bad Credit - You Do Have Options,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bad-credit-you-do-have-options/7135661341.html
need to move ASAP ?! Credit an issue ?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7130663558.html
TWO BEDROOM IN DOWNTOWN ! AMAZING LOCATION,$1750,2br,993ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-in-downtown-amazing/7138606411.html
"2 Bed - 2 Bath, Vaulted Ceiling, Custom Accent Wall Upon Request",$1750,2br,1029ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-vaulted-ceiling/7139186552.html
"Oversized Balconies and Patios, Covered/Reserved Parking, Ceiling Fan",$1385,1br,748ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-oversized-balconies-and-patios/7138681587.html
"GOChat Business Center, Gated Community, Game Room with Billards Table",$1344,2br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-gochat-business-center-gated/7140392723.html
Need To Move Asap ?! Credit An Issue ?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-need-to-move-asap-credit-an/7131244340.html
$1000 move in incentive Two bedroom,$2266,2br,1337ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1000-move-in-incentive-two/7142867391.html
"Playground, Granite styled countertops, High speed internet access",$975,2br,1120ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-playground-granite-styled/7142883638.html
Stunning Furnished South Buckhead Palace,$3300,3br,3000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-stunning-furnished-south/7142843806.html
This is a crucial time. Are you having trouble getting approved?,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-this-is-crucial-time-are-you/7135657145.html
Swank Sandy Springs Mid Rise8 weeks free,$1680,2br,1074ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-swank-sandy-springs-mid-rise8/7142883133.html
Bad Credit - You Do Have Options,$350,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bad-credit-you-do-have-options/7135655806.html
"Delightful Community Kitchen, Large Kitchen Islands, Tile Backsplash",$1541,2br,1156ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-delightful-community-kitchen/7133095247.html
Beautiful Midtown Condo for Rent,$1475,1br,860ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-midtown-condo-for-rent/7142882852.html
"New pool lounge area, Clothes care center, Private patio",$1160,3br,1150ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-new-pool-lounge-area/7137963035.html
Everyone’s APPROVED Get You Cpn Credit Boost - Call Today!,$55,4br,1400ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-everyones-approved-get-you-cpn/7142833403.html
*Woodland Ridge Apartments* Your Home. Your Community. Your Way.,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-woodland-ridge-apartments-your/7142880873.html
Professional Website Design,$1000,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/professional-website-design/7126106791.html
